Name,Department,Rating,Would Take Again,Difficulty Level
Daniel Weissman,Journalism & Media Studies,4.7,100%,1.2
Stephani Mason,Accounting,1.0,0%,5
Molly Mata,Classics,0.0,N/A,0
Kaushal Trivedi,Information Technology,3.3,59%,3.6
Nicole Pashley,Statistics,5.0,100%,4
Ron Michaelis,Genetics,3.7,63%,3.4
Angela Odonnell,Education,4.1,89%,2.5
Sarah Glessner,English,0.0,N/A,0
Raymond Sanchez-Mayers,Social Work,2.5,0%,3
Edgar Granados Osegueda,Computer Science,0.0,N/A,0
Joseph Harroff,Religion,4.0,75%,1.8
Elise Lisa Kent,Marketing,3.5,72%,2.7
Kristina Kannheiser,Science,0.0,N/A,0
Dylan Crawford,Psychology,5.0,100%,2.7
Parul Jain,Economics,2.5,46%,3.5
Dil Radia,Accounting,1.0,0%,5
Bruce Sullivan,Supply Chain Management,4.0,100%,2
Alptug Okten,Communication,3.8,77%,2.8
Mary Konsolaki,Genetics,2.2,40%,4.4
John Gulick,Sociology,2.0,67%,1
Woohyun Choi,Marketing,3.8,N/A,2
James Abello,Mathematics,2.4,0%,4.1
Freeha Riaz,Womens & Gender Studies,0.0,N/A,0
Kristin Rose,English,5.0,100%,3.3
Mike Slott,Labor Studies,4.5,100%,2.3
Armani Beck-Mcfield,Psychology,0.0,N/A,0
Marialaina Nissenbaum,Psychology,5.0,100%,3
Andrea Gallavotti,Agriculture,0.0,N/A,0
Timothy (Tim) Naumovitz,Mathematics,3.0,43%,3.7
Leslie Danehy,Womens & Gender Studies,4.3,100%,2.3
Jerry Piven,Philosophy,4.2,89%,2.7
Kristen Ross,Ecology & Evolutionary Biology,0.0,N/A,0
Mina Pelegri,Engineering,3.5,50%,3.1
Michael Merrill,Labor Studies,4.0,88%,2.5
Dhansukh Patel,Mathematics,3.0,67%,4
Shalonda Kelly,Psychology,0.0,N/A,0
Franco Rota,Mathematics,4.0,58%,3.4
Steven Weinberg,Creative Writing,0.0,N/A,0
Shubhangi Saraf,Computer Science,4.1,0%,2
Lara Balaa,Communication,0.0,100%,0
Amy Wells,Women's Studies,0.0,0%,0
Laura Ramirez-Polo,Spanish,4.3,84%,3.5
Nancy Cash,Nursing,0.0,N/A,0
Chris Woodward,Mathematics,4.3,100%,2.7
Paul Martorano,Mathematics,0.0,N/A,0
Randy Pearlstein,Film,3.6,66%,2.6
JB Brager,Womens Gender Studies,3.0,67%,4
Jacqueline Thaw,Design,4.0,N/A,3.1
Diane Pagen,Social Work,3.7,N/A,3.4
Maureen Newman,Information Technology,2.0,0%,3
Christine Zemla,American Studies,4.8,100%,1.6
Micah Hillis,Social Work,0.0,100%,0
Dunbar Birnie,Engineering,4.2,75%,2.8
Jordan Meyers,Communication,0.0,N/A,0
Lena Brattsten,Entomology,2.9,50%,3.6
Mark Capelli,Physics,0.0,N/A,0
Natasha Carew,Nursing,4.5,96%,4.2
Niloufer Tamboly,Information Tech. & Informatics,0.0,100%,0
Naum Perelman,Mathematics,2.0,47%,4.1
Martin Farach,Computer Science,3.9,20%,3.6
Douglas Brownstone,Business,3.3,58%,2.4
Benjamin Grasso,Art & Design,0.0,N/A,0
Grigore Burdea,Engineering,2.3,28%,3.9
Stevie McKenna,Psychology,3.5,71%,1.8
Lidia Santarelli,History,1.0,0%,3
Matthew Buckley,English,4.4,80%,2.6
Anand Sarwate,Engineering,3.7,65%,4.1
Joanna Burger,Biology,3.1,100%,2.3
Carey Williams,Science,5.0,100%,2.5
Stephen Bishop,Spanish,4.6,84%,2
Kyungha Lee,Accounting,0.0,N/A,0
Alexandra Dill,Economics,0.0,N/A,0
Anthony Delli Paoli,Exercise & Sport Science,4.7,90%,2.3
Lei Yu,Genetics,3.6,43%,2
Maria Venetis,Communication,3.4,73%,2.9
Jenevieve Delosantos,Art History,4.6,100%,2.7
Janice Fine,Labor Studies,4.3,100%,3.3
Christopher Wickham,Music Performance,1.0,0%,4
Martin Selzer,Statistics,1.3,0%,4.7
Charles Haberl,Arabic,4.5,100%,2.1
Joe Dixon,Nutrition,3.7,75%,1.9
Yimei Xiang,Linguistics,4.3,100%,3.7
Eagan Dean,English,0.0,100%,0
Marcy Schwartz,Languages,3.4,100%,3.2
Peter Kahn,Biochemistry,3.0,45%,4.2
Lorena Cunningham,Communication,0.0,100%,0
Akissi Britton,African Studies,1.0,25%,3
Albert Ayeni,Biology,5.0,100%,2
barry jesse,Animal Science,4.0,84%,3
MyungJin Oh,Music,1.0,67%,5
Aaron Bernstein,Computer Science,4.6,96%,2.3
Francesco Pascuzzi,English,4.3,86%,3.5
Eugene Son,Human Resources Management,5.0,100%,2
Zheng Zhang,Computer Science,3.2,64%,3.4
Douglas Jones,English,3.2,34%,3.5
Ebelia Hernandez,Educational Psychology,2.0,25%,2.6
Haiyang Lu,Biology,2.7,60%,3.7
Jaehyun Jo,Korean,4.8,95%,2.5
Vladimir Pavlovic,Computer Science,3.2,29%,4.3
Chris Young,Business,4.3,86%,3.8
Elizabeth Matto,Political Science,4.5,100%,2
Nicole Weber,Journalism & Media Studies,0.0,N/A,0
Brian Klatt,Mathematics,4.4,82%,2.9
Andrew Baker,Astronomy,4.5,75%,2.8
Jeffrey Longhofer,Social Work,3.9,40%,2.7
Akeela Careem,English,0.0,100%,0
Todd Vachon,Labor Studies,4.5,100%,3
Peter Sorensen,History,3.7,78%,3
Melissa Drake,Communication,4.2,100%,2
Danielle Hanley,Political Science,4.0,78%,2.7
Amy Wells,Labor Studies,2.3,34%,3.4
He Zhu,Computer Science,5.0,100%,3.7
methasani methasani,Human Resources Management,0.0,N/A,0
Christopher Doll,Music,4.5,72%,2.4
Virginia Quick,Nutrition,3.4,43%,3
David Foglesong,History,4.4,87%,2.4
Thomas Mcdonnell,Criminal Justice,5.0,100%,3
Brian Reinken,English,5.0,100%,3.6
Alex Bertuccio,Chemical & Biological Engin.,3.1,59%,2.6
Andrea De Giorgi,Classics,4.2,100%,2.3
Donald Kobayashi,Science,4.4,100%,1.5
Adam Gormley,Bioengineering,5.0,100%,3
Jerry Flieger,French,0.0,N/A,0
William Field,Political Science,3.8,72%,2.9
Aziza Jones,Marketing,5.0,100%,2
Kamila Pavezzi,Public Health,5.0,100%,2
Alexander Walker,Mathematics,3.8,67%,4.2
Sophie Smith,Womens & Gender Studies,3.0,75%,3.5
Yuhan Sun,Mathematics,4.5,100%,4
Jeff King,Philosophy,3.5,67%,3.6
Karen Thompson,English,3.6,63%,3.2
Nishali Mehta,Mathematics,4.0,67%,2.9
Erik Thuno,Art History,3.5,60%,3
Biju Parekkadan,Bioengineering,3.0,50%,4.2
Ashley Hollingshead,Sociology,5.0,100%,2.1
Michael Schoderbek,Accounting,2.0,19%,4
Jack Skydel,Economics,2.5,36%,3.4
Lindsay Haber,Writing,4.9,100%,2.1
Justin Negraval,Education,5.0,100%,1
Lauren Kelly,Education,5.0,100%,1
Alice Deboswki,Education,4.0,100%,1
Kristin O'Brassill-Kulfan,History,5.0,100%,1.5
Alison Stein,Education,5.0,100%,1
William Mclaury,Business,3.9,77%,2.5
Madhavi Chakrabarty,Marketing,5.0,100%,1.6
Eugene Spiegle,Business,3.6,74%,2
Christine Yannuzzi,Business,0.0,100%,0
James Winder,Finance,4.6,93%,3.3
Joseph Williams,Religion,4.1,88%,2.8
Arianne Ross,Mathematics,2.0,34%,4
Elin Diamond,English,2.9,0%,3.1
Darrius Echeverria,History,3.9,100%,3.2
Marc Lory,Public Health,3.3,50%,3.2
Vasili Tsilionis,Economics,0.0,N/A,0
Cheng Gao,Business,1.0,0%,4
Max Bialek,Philosophy,2.5,55%,3.5
John Rand,Sociology,4.4,75%,1.4
Diana Molina,English,5.0,100%,2.5
Laurie Rudman,Psychology,4.1,100%,2.1
Carla Yanni,Art History,4.0,60%,2.8
Raluca Musat,Writing,4.8,100%,3.5
Erin Christie,Communication,4.2,83%,2.4
Anthony Filippelli,Nursing,2.3,72%,4
Christelle Palpacuer,French,4.3,N/A,2.6
Tom Davis,Journalism & Media Studies,3.8,75%,2.7
Huemann Milton,Political Science,3.5,67%,4.7
Shaheer Haroon,Information Technology,1.0,45%,4.9
Bernadette Cooney,Mathematics,3.0,67%,4
Alicia Mendez,Social Work,0.0,N/A,0
Le Anne Barclay-Platenburg,Information Technology,4.7,100%,2.8
Tom Reilly,Political Science,4.7,100%,2.7
Phyllis Siegel,Management,4.7,100%,3.3
Deborah Close,Information Technology,4.5,91%,2.8
Michael Poreda,English,3.7,67%,3
Geisa Rocha,Languages,2.5,25%,3.2
Amy Bustin,Spanish,5.0,100%,2.4
Hardik Yagnik,Engineering,0.0,N/A,0
Gangotri Dey,Chemistry,5.0,50%,3
Taylor Myers,Music,4.5,94%,3
Melissa DiPento,Journalism amp Media Studies,2.0,0%,4
Simon Charlow,Linguistics,4.3,75%,3.3
Alastair Bellany,History,4.5,75%,2.3
Liping Zhao,Microbiology,1.0,0%,5
John Wiedenmann,Ecology & Evolutionary Biology,3.5,100%,3.5
Donald Hoover,Statistics,3.1,0%,4.5
Tom Donaldson,Philosophy,5.0,100%,1.3
Peter Morrone,English,3.6,63%,3.3
Labros Sidossis,Exercise & Sport Science,5.0,100%,1
Shana Cole,Psychology,4.8,100%,2
Myron Finkelstein,Exercise Sport Science,4.3,67%,1.3
Martin Lin,Philosophy,4.1,100%,2.1
Raymond Leonard,English,5.0,100%,3
David Chapman,English,4.5,100%,3
Joseph Rivera,Journalism & Media Studies,0.0,100%,0
Thiam Huat Kam,Journalism amp Media Studies,2.7,50%,3.3
Deborah Greenwood,Environmental Science,3.0,80%,3
Lauren Lyons,Philosophy,3.0,80%,3
Bruce Tesar,Linguistics,4.3,100%,2.1
Jacqueline Loeb,English,4.5,95%,3.6
Sriven Sikh,Operations Management,5.0,100%,4
Sriven Sikhinam,Operations Management,5.0,100%,3
Tamara Lee,Labor Studies,4.8,100%,3
Michael Monescalchi,English,4.9,100%,3
Emma Burston,French,0.0,N/A,0
Oscar Torres-Reyna,Economics,3.0,67%,2.5
Siobain Duffy,Ecology & Evolutionary Biology,4.2,72%,2.8
Sara Every,Social Work,2.0,25%,4
Tina Goodyear,English,5.0,100%,3.5
Jonathan Bass,Art Design,3.6,88%,3.5
Ghassan Nazi,Mathematics,4.2,80%,2.5
Vrinda Mittal,Information Tech. & Informatics,0.0,N/A,0
Robert Karlin,Psychology,2.4,62%,3.3
Jerell Blakeley,Labor Studies,4.1,70%,2.2
Deborah Sherwood,Mathematics,3.7,84%,3.8
Suzanne Sukhdeo,Science,4.5,84%,1.9
Brent Turrin,Geology,3.0,40%,2.7
Matthew Ketchum,Religion,2.8,43%,3.5
Michael Doyle,Information Technology,4.3,100%,1.8
Sean Hughes,English,3.7,50%,3.4
Milton Achelpohl,Womens & Gender Studies,5.0,100%,1.5
Lawrence Jacobs,Psychology,4.4,100%,1.5
Jennifer Yuzuk,Criminal Justice,4.8,96%,2.3
Michael Liska,English,4.0,100%,4
John Aiello,Psychology,2.7,13%,3.1
Karl Stratos,Computer Science,5.0,100%,4
Saed Sayad,Computer Science,3.5,60%,3.2
Yunbai Cao,Mathematics,3.5,67%,3.5
Eugene Gentile,Business,5.0,100%,1.6
Wes Skolits,Philosophy,4.2,95%,2.9
Andrea Spaeth,Exercise amp Sport Science,2.9,44%,3.3
Shyam Moondra,Statistics,4.1,76%,2.7
Brian Donnelly,Criminology,4.9,98%,1.3
George Stauffer,Music,5.0,100%,2.5
Joseph Hughes,Economics,3.3,65%,3.3
Hugh Rockoff,Economics,4.1,100%,2.6
Kathleen Howell,Agriculture,5.0,100%,2
Melissa Campbell,Communication,1.0,50%,3
Iian Smythe,Mathematics,4.6,91%,3.4
Kenneth Welch,Management,1.0,0%,4
Thomas Davidson,Sociology,0.0,100%,0
Tom Raggio,Art Design,4.0,100%,1
Lauren DeMarco,Economics,4.1,94%,2.8
Sharon Hellman,Management,5.0,100%,4
Christopher Michael,Labor Studies,4.8,95%,1.8
Madinah Elamin,Women's Studies,0.0,100%,0
Gary Panetta,Social Work,0.0,100%,0
Armani Beck,Sociology,4.3,86%,2
Stacy Lallier,Public Health,4.9,100%,2.3
Pierre Bellec,Statistics,1.0,0%,4
Omaris Garcia,Hispanic Studies,0.0,N/A,0
Lena Golden,English,4.5,100%,3.3
Georgette Mitchell,French,4.5,100%,4
Dale Warmingham,Economics,3.5,79%,2
Andrey Tomashevskiy,Political Science,2.0,84%,3
Joseph Blasi,Labor Studies,4.5,78%,2.2
Brian Donnelly,Criminal Justice,4.5,86%,1.7
Amanda Kaplan,Sociology,5.0,100%,3.5
Kira Sanbonmatsu,Political Science,0.0,N/A,0
Mark Levine,Information Science,2.7,33%,4
George Berger,Information Technology,4.8,100%,1.7
Toby Jones,History,4.4,94%,2.7
Michael Beals,Mathematics,4.6,100%,2.6
Andy Egan,Philosophy,4.6,100%,1.7
Carl Swisher,Geology,4.6,100%,1.9
Philip Brown,Engineering,2.5,45%,2.7
Feng Luo,Mathematics,3.9,67%,3.1
Timothy Bracaglia,Public Health,4.4,100%,2.4
Christina Bifulco,Mathematics,0.0,N/A,0
Jo-Leo Carney-Waterton,Political Science,3.8,63%,4.2
Kathi Gladis,Exercise & Sport Science,3.8,50%,1.7
John Longo,Finance,4.0,100%,2.7
Loredana Quadro,Food Science,2.8,47%,3.4
Dana Price,Biology,3.0,75%,4
Sheila McMahon,Social Work,0.0,N/A,0
Keesha Benson,Social Work,0.0,N/A,0
Alan Belowich,Computer Science,3.6,92%,2.4
Danial Nazemi,Computer Science,4.3,100%,2.2
Jerry Aline Flieger,Languages,4.4,73%,2
Tara Burk,Womens Gender Studies,4.8,100%,1.3
Anna Mayer,German,5.0,100%,4
Michael Goeller,English,4.1,94%,2.9
Ian Coley,Mathematics,4.1,82%,4
Badri Nath,Computer Science,2.5,59%,3.7
Thomas Gianfagna,Environmental Science,0.0,N/A,0
Sunghoon Kim,Business,3.0,67%,5
Michael Beacher,Engineering,5.0,100%,3
Joe Schilp,Exercise & Sport Science,5.0,100%,1.3
Susanna Rosenbaum,Ethnic Studies,1.5,0%,4.5
Richard Keevey,Planning amp Public Policy,4.0,50%,2
Luxuan Wang,Communication,0.0,N/A,0
Muria McCammon,Journalism & Media Studies,0.0,N/A,0
Anthony Pochesci,Accounting,3.7,56%,3.8
Pablo Mejia Ramos,Mathematics,4.9,67%,4.1
Hannah Russo,Communication,4.7,100%,1.9
Jessica Methot,Human Resources Management,4.3,94%,2.1
Constance Sensor,Nursing,2.0,34%,3.7
Brad Evans,English,4.3,67%,2.7
Kristin Grogan,English,3.0,67%,3
Patrick Harris,History,0.0,N/A,0
Tianhui Wang,Business,5.0,100%,3
. Figueira,History,4.1,50%,2.3
Jayme Schlesinger,Political Science,3.5,50%,4
Veronica Gomez,Philosophy,4.0,100%,2
Janice Gobert,Educational Psychology,1.0,0%,3
Judith Harrison,Psychology,4.8,100%,1.8
Tara Malanga,History,2.8,67%,4
Ruth Ruttenberg,Labor Studies,1.7,0%,3.7
Mariano Echeverria,Mathematics,4.8,100%,3.4
Menahem Spiegel,Business,2.1,40%,3.5
Gene Hall,Chemistry,2.1,34%,3.9
Austin Baker,Cognitive Science,5.0,100%,2.3
Chie Ikeya,History,3.7,55%,2.6
Lashelle Cross,Women's Studies,0.0,N/A,0
Bliss Kern,English,3.7,N/A,3.5
Ronald Levao,English,4.6,92%,2
Asli Zengin,Womens & Gender Studies,0.0,0%,0
Hei-Ki Dong,Business,0.0,0%,0
Maryjane Oltarzewski,English,3.4,67%,4.1
Miranda Garcia,Computer Science,1.0,57%,5
Jenny Mandelbaum,Communication,3.9,50%,2.7
Kevin Noone,Mathematics,3.8,69%,2.9
Cassandra Nelson,Cell Biology amp Neuroanatomy,3.0,46%,4.4
Kimberly Russell,Ecology Evolutionary Biology,4.2,76%,3.3
Richard Murray,English,4.8,100%,1.4
Saurabh Jha,Physics & Astronomy,5.0,100%,1.7
Yuri Gershtein,Physics & Astronomy,3.6,100%,3.6
Thomas Bruning,Business,3.4,58%,3.3
Mehdi Davoodi,Business,2.3,48%,4
Joann Ordille,Information Tech. amp Informatics,5.0,100%,4
Karan Shah,Information Tech. amp Informatics,5.0,100%,3
Antonio Miranda,Computer Science,2.5,46%,3.6
Vinit Pednekar,Statistics,5.0,100%,1.7
Simi Kedia,Finance,2.9,58%,3.7
Christopher Nesi,Communication,4.4,89%,3
Colleen McHugh,Meteorology,4.4,96%,2.2
Yu-I Hsieh,Literature,4.0,67%,3.2
Naz Onel,Marketing,4.5,72%,2.5
August Krueger,Mathematics,0.0,0%,0
Richard Grippaldi,History,4.1,85%,3
John Pavlik,Journalism & Media Studies,4.2,75%,1.8
Heather De Bel,Writing,5.0,100%,1.8
Vladimir Scheffer,Mathematics,3.7,77%,3
Dorothy Ahn,Linguistics,0.0,100%,0
Cameron Kirk-Giannini,Philosophy,4.0,100%,3.5
Brett Fielo,Information Technology,3.0,34%,2
Robyn Ginese,Communication,1.0,60%,4.5
Jorden Sanders,English,1.0,0%,1
Diane Morehead,Mathematics,3.5,82%,3.3
Sandy Burns,Mathematics,3.3,29%,2.5
Burcu Kolcak,Political Science,0.0,N/A,0
Timothy Morris,English,5.0,100%,3
Melissa Feinberg,History,2.9,78%,3.6
Arminda Wey,Mathematics,4.5,86%,3.2
Paul Clemens,History,3.8,92%,2.7
Michael Masiello,English,4.1,92%,3.6
K Sanbonmatsu,Political Science,3.4,100%,3
Aveen Rasol,Microbiology,4.2,88%,3.1
Itzel Aguilar,Womens & Gender Studies,4.4,89%,2.1
Tim Hedges,English,2.3,75%,4.5
James Amodio,Mathematics,4.6,96%,2.9
Yla Eason,Marketing,3.8,73%,1.6
Alejandro Ginory,Mathematics,3.0,48%,3.6
Simon Wickhamsmith,Writing,4.6,92%,2.9
Charlie Collick,Information Technology,4.6,93%,2.7
Margaret Cozzens,Mathematics,0.0,N/A,0
Sungwon Hwang,Music,5.0,100%,4.5
Ryan Kernan,English,4.0,86%,2.3
Alastair Bellamy,History,0.0,N/A,0
Vladimir Shtelen,Mathematics,3.0,53%,3.3
Nikita Sharma,Computer Science,0.0,N/A,0
Siddhartha Sahi,Mathematics,2.3,60%,3.6
Shikha Mittra,Business,2.8,58%,2.8
Tara Johnson,Communication,0.0,100%,0
Kyung Hur,Spanish,5.0,100%,4
Rafael Nava,Spanish,4.5,100%,2.6
Joe Mason,Exercise Sport Science,3.2,75%,3.4
Peter Tabbot,Public Health,4.1,88%,2.4
Kathryn Blakely,English,4.6,100%,3.1
Ann Puccio,English,4.5,100%,2.2
Neal Bennett,Journalism amp Media Studies,5.0,100%,3.2
Luis Cruz,Music,4.5,100%,2
Paul O'Keefe,Geography,4.0,79%,2
Yicheng Lu,Engineering,2.7,43%,3.7
Carl Nelson,English,3.5,67%,3.1
Michael Gentile,Physics,4.3,89%,2.6
Cristina Santaspirit,Social Work,0.0,N/A,0
Michelle Ling,Womens & Gender Studies,0.0,N/A,0
Dilek Oztoprak,African Studies,4.6,89%,1.9
Sofia Vaksman,Mathematics,1.8,38%,3.4
Flisadam Flisadam Pointer,Communication,2.6,34%,3.6
Uta Krogmann,Environmental Science,2.0,0%,4
Alexander Panayotov,Political Science,4.0,67%,4
Martin Gliserman,English,3.9,80%,2.6
Noelle Darling,English,0.0,N/A,0
Drew Gitomer,Education,0.0,N/A,0
Kristen McQuinn,Physics,5.0,100%,3.5
Alicia Williams,Writing,4.4,58%,4
Ria Sarkar,Science,3.0,50%,3
Isaiah Clough,Writing,4.6,100%,2.2
Robin Davis,Science,3.9,60%,2.9
Jim Lepowsky,Mathematics,3.5,54%,3
Doyle Knight,Engineering,2.9,45%,3.5
Carolina Forbes,Philosophy,0.0,N/A,0
Shira Gilat,Mathematics,4.0,60%,3
Randall Westbrook,African Studies,4.2,92%,1.7
Dayna Weintraub,Education,0.0,0%,0
Christine Altinis-Kiraz,Chemistry,3.1,59%,3.7
Ariel Martino,English,4.7,100%,3
Maryam Borjian,Languages,4.9,100%,2.3
Joel Hanson,English,2.2,64%,4.8
Dawn Lilley,English,5.0,100%,2.7
Zhylin Irene,English,3.2,58%,3.1
Melchi Michel,Psychology,1.8,34%,3.7
Kayla Crawley,Sociology,2.3,34%,4.3
Cassie Nelson,Exercise & Sport Science,3.6,74%,4.1
Peter Silver,History,3.4,47%,2.8
Katrina Campbell,Business,2.5,72%,4.3
Madhav Kafle,English,0.0,100%,0
Rachael Shwom,Environmental Science,4.2,75%,1.6
Peter Ullman,Mathematics,3.5,72%,3.5
John McGann,Psychology,4.5,100%,3.2
Lawrence Williams,Chemistry,4.0,82%,3.6
Asa Rennermalm,Geography,3.0,62%,3.5
Colin Liebtag,Human Resources Management,4.8,90%,1.5
Alexander Kusnecov,Psychology,3.6,63%,3.8
Amber Wiley,Art History,4.0,60%,3
Sophocles Orfanidis,Engineering,2.6,58%,3.5
Predrag Spasojevic,Engineering,3.1,0%,3.5
Mauro Nogara,Mathematics,4.0,100%,2
Jane Kaye,Health Administration,0.0,N/A,0
Alice Martin,English,5.0,100%,3
Hongmei Zhang,Chemistry,2.0,50%,4
Andrew Ude,Exercise & Sport Science,5.0,100%,1
Michael Sukhdeo,Science,4.3,100%,2.6
O'Rourke Sean,Mathematics,5.0,N/A,1
Rudraneil Mukherjee,Exercise & Sport Science,4.4,94%,2.4
Saladin Ambar,Political Science,4.2,86%,3.1
Nicole Bizzoco,Political Science,4.2,86%,2.2
Paul Robinson,Cognitive Science,5.0,100%,1
Michael Vitarelli,Chemistry,4.2,84%,2.1
Christine Cahill,Political Science,4.6,100%,2.8
Thomas Cotsonas,Writing,5.0,100%,2
Zongyuan Li,Mathematics,4.8,100%,4
Kyra Sutton,Human Resources Management,3.5,72%,3.4
Ildiko Koczan,Human Resources Management,5.0,100%,1.4
David Wilder,Psychology,3.0,55%,3.5
Lasantha Goonetilleke,Mathematics,3.7,78%,2.9
Cymie Payne,Law,2.3,23%,4.3
Stephanie Brescia,Education,0.0,N/A,0
Mary Whelan,Environmental Science,5.0,100%,3
T. Corey Brennan,History,4.4,97%,1.9
Kishore Joshi,Cell Biology & Neuroanatomy,4.3,99%,2.8
Michael Verzi,Genetics,4.0,90%,2.6
Joseph Ventola,Leadership & Organization,4.9,94%,2
Jennifer Warren,Communication,2.7,80%,2.7
Purusottam Mookerjee,Engineering,3.9,100%,3.4
Tao Jiang,Religion,3.7,80%,2.5
Guy Reynolds,Mathematics,4.4,91%,3.2
Laura Unger,Mathematics,3.1,75%,3.9
Chazarre Freeman,Writing,5.0,100%,4
Sarah Trillin,Social Work,5.0,100%,3
Andrea Tamoni,Finance,1.8,50%,4.5
Evan Jaffe,Psychology,5.0,100%,2
Peter Gillett,Accounting,2.8,15%,4.5
Paul McLean,Sociology,3.8,61%,2.9
Gena Haranis,Social Work,4.1,75%,2.6
Joshua Fesi,English,4.1,93%,3.3
Roseli Rojo,Spanish,5.0,100%,1.3
William Brucher,Labor Studies,4.0,73%,2.5
Josue Rodriguez,English,5.0,100%,3.5
Paloma Caravantes-Gon,Womens Gender Studies,4.7,100%,3.1
Manese Rabeony,Science,4.2,96%,2.7
Katherine Careaga,Public Health,1.9,28%,3.2
Yana Rodgers,Economics,3.5,67%,2.8
Joe Markert,Business,4.2,86%,2
Richard Dool,Communication,4.5,90%,2.3
Joanne Hunt,Science,3.9,10%,1.9
Mary Nucci,Ecology & Evolutionary Biology,0.0,100%,0
Mert Gurbuzbaalaban,Business,5.0,100%,2.8
Junchao Li,Management,4.7,91%,3.3
Anthony Lucas,Business,3.1,64%,3.4
Emily Banta,Writing,4.8,100%,3.5
Roy DeBoer Jr.,Architecture,5.0,100%,1.5
Adam Dalva,Creative Writing,5.0,100%,2.1
Melissa Parrish,English,2.3,43%,4.3
Maria Millan,Languages,4.4,100%,2.4
Geri Summers,Social Work,5.0,100%,3
Lacey Muckle,English,2.5,60%,4
Alan Chorun,Philosophy,4.8,100%,2
William Orbe,Computer Science,3.6,84%,3
Michael Fitzpatrick,Journalism & Media Studies,4.8,93%,2.1
Ben Sifuentes-Jauregui,Literature,4.5,100%,2.8
Cliff Pristas,Environmental Science,4.7,80%,1.8
Sidney Felder,Philosophy,4.1,80%,2.1
Tatiana Rodriguez,Communication,4.6,96%,3.4
Michael Glanzberg,Philosophy,4.0,90%,2.7
Snow Jennie,English,1.0,0%,5
Dominik Zechner,German,4.9,100%,3.2
Fulya Pinar,Anthropology,3.5,67%,4
Fields Edward,Business,5.0,100%,2.5
Daniel Walsh,English,4.2,86%,3.4
Arun Mukherjee,Mathematics,4.2,100%,2.6
Michael Vogelius,Mathematics,3.1,50%,3.8
Alana Veliz,Information Technology,1.8,25%,1.8
Matthew Russell,Mathematics,3.3,59%,2.7
Selin Doganalp,Marketing,0.0,N/A,0
Dilafruz Nazarova,Political Science,3.8,70%,3.5
Gary Taghon,Marine Sciences,3.4,50%,3.4
Daniel Stern-Cardinale,Biology,4.4,98%,3.8
Jonathan Eckstein,Business,4.3,89%,2.8
Louis Matzel,Psychology,4.0,68%,2.8
Brent Satterly,Social Work,5.0,100%,2
Francis Barchi,Public Health,4.7,91%,2.5
Jeff Schwarz,Mathematics,3.4,50%,3.3
nancy morris,Social Work,2.3,50%,3.7
Andres Zervigon,Art History,4.7,100%,2.6
Joanna Kempner,Social Science,3.6,85%,1.9
Bonnie Butler,Languages,4.3,84%,2.1
John Kenfield,Art History,3.8,50%,3.3
George Schroepfer,English,4.5,100%,2
Janice Lowe,English,4.5,100%,1.5
Rick Kavin,Law,4.7,100%,1.7
Troy Roepke,Animal Science,3.2,100%,3.5
Gabriel Garcia,Bioengineering,0.0,N/A,0
Carol Byrd-Bredbenner,Nutrition,0.0,N/A,0
Malcolm Watford,Nutrition,3.4,29%,3.3
Hao Wang,Computer Science,0.0,100%,0
Hector Juliani,Agriculture,0.0,N/A,0
Linnea Dickson,Psychology,2.3,37%,3.6
Karin Stromswold,Psychology,3.1,67%,3.5
Sylvester Cruz,English,5.0,100%,2
Caitlin Bronson,Psychology,5.0,100%,2.5
Brian Shevory,Writing,5.0,100%,4
Jacob Peltzman,Health Administration,5.0,100%,3
Kathryn Nogueira,Communication,2.8,25%,3.6
John Leustek,Communication,5.0,N/A,2
David Sorenson,Philosophy,4.7,100%,3
Mariusz Mirek,Mathematics,4.3,100%,3
James Doran,Political Science,0.0,N/A,0
Qingqing Yin,Psychology,0.0,N/A,0
Carla Cevasco,American Studies,3.6,90%,2.4
Mixon Robinson,English,0.0,N/A,0
Jay Khol,Criminal Justice,0.0,N/A,0
Chaz Ruggieri,Physics,0.0,100%,0
Ross Baker,Political Science,4.2,100%,2
Isabella Maita,Psychology,0.0,100%,0
Ray Rice,Law,0.0,N/A,0
Marty Golden,Engineering,0.0,N/A,0
Denglin Kang,Physics & Astronomy,0.0,N/A,0
Elif Sendur,English,5.0,100%,3.1
Beth Livermore,Journalism & Media Studies,4.7,100%,2.3
Tyler Volpe,Mathematics,0.0,100%,0
Saiz Gonzalez,English,0.0,100%,0
Richard Dienst,English,3.3,86%,2.5
Ivana Onubogu,English,0.0,100%,0
Nick Linardopoulos,Communication,3.9,84%,2.8
Justin Caouette,Philosophy,0.0,N/A,0
Amy Condon,Communication,0.0,N/A,0
Eric Gelsomin,Accounting,0.0,100%,0
Kerol Talaga,Biology,0.0,N/A,0
Zain Kamal,Physics & Astronomy,0.0,100%,0
Ben Sifuentes-Jáuregui's,American Studies,4.5,100%,4.2
Daniel Bielskie,Mathematics,5.0,100%,2
Cathy Wang,Social Work,3.7,67%,3.7
Chi Li,Mathematics,1.8,67%,4.7
Yinglung Liang,Engineering,0.0,N/A,0
Zilu Ma,Mathematics,0.0,100%,0
Justin Vinton,Social Science,0.0,100%,0
Casimir Kulikowski,Computer Science,3.5,34%,3.7
Susan Cachel,Anthropology,2.4,58%,3.4
